core	NoseWrapper	test	label verbose extra_argv doctests	run tests for module using nose %(test_header)s
sandbox.regression	GMMResults	bse_		standard error of the parameter estimates
sandbox.regression	GMMResults	get_bse		standard error of the parameter estimates with options
sandbox.regression	GMMResults	compare_j	other	overidentification test for comparing two nested gmm estimates this assumes that some moment restrictions have been dropped in one
sandbox.regression	GMMResults	summary	yname xname title alpha	summarize the regression results parameters
sandbox.regression	LinearIVGMM	fitgmm	start weights optim_method	estimate parameters using gmm for linear model uses closed form expression instead of nonlinear optimizers
sandbox.regression		spec_hausman	params_e params_i cov_params_e cov_params_i	hausmans specification test parameters
sandbox.regression	DistQuantilesGMM	momcond	params	moment conditions for estimating distribution parameters by matching quantiles defines as many moment conditions as quantiles
sandbox.regression	DistQuantilesGMM	fitonce	start weights has_optimal_weights	fit without estimating an optimal weighting matrix and return results this is a convenience function that calls fitgmm and covparams with
sandbox.regression		groupstatsbin	factors values	uses np bincount assumes factors/labels are integers
sandbox.regression		convertlabels	ys indices	convert labels based on multiple variables or string labels to unique index labels 0 1 2
sandbox.regression		groupsstats_1d	y x labelsunique	use ndimage to get fast mean and variance
sandbox.regression		randintw	w size	generate integer random variables given probabilties useful because it can be used as index into any array or sequence type
sandbox.regression		getbranches	tree	walk tree to get list of branches
sandbox.regression		getnodes	tree	walk tree to get list of branches and list of leaves
sandbox.regression	RU2NMNL	get_probs	params	obtain the probability array given an array of parameters this is the function that can be called by loglike or other methods
sandbox.regression	RU2NMNL	calc_prob	tree parent	walking a tree bottom-up based on dictionary
sandbox.regression		branch	tree	walking a tree bottom-up
sandbox.regression		branch2	tree	walking a tree bottom-up based on dictionary
sandbox.regression		plt_closeall	n	close a number of open matplotlib windows
sandbox.regression	GaussProcess	fit	y	fit the training explanatory variables to a sample ouput variable
sandbox.regression	GaussProcess	predict	x	predict new y values for a given array of explanatory variables
sandbox.regression	GaussProcess	plot	y plt	some basic plots
sandbox.regression		atleast_2dcol	x	convert array_like to 2d from 1d or 0d
sandbox.regression		wls_prediction_std	res exog weights alpha	calculate standard deviation and confidence interval for prediction applies to wls and ols not to general gls
sandbox.datarich	FactorModelUnivariate	calc_factors	x keepdim addconst	get factor decomposition of exogenous variables this uses principal component analysis to obtain the factors
sandbox.datarich	FactorModelUnivariate	fit_find_nfact	maxfact skip_crossval cv_iter	estimate the model and selection criteria for up to maxfact factors the selection criteria that are calculated are aic bic and r2_adj
sandbox.datarich	FactorModelUnivariate	summary_find_nfact		provides a summary for the selection of the number of factors
regression	GLSHet	iterative_fit	maxiter	perform an iterative two-step procedure to estimate a wls model
regression		_dot	x y	returns the dot product of the arrays works for sparse and dense
regression		_multi_dot_three	A B C	find best ordering for three arrays and do the multiplication
regression		_dotsum	x y	returns sum(x * y), where '*' is the pointwise product computed efficiently for dense and sparse matrices
regression		_get_exog_re_names	exog_re	passes through if given a list of names otherwise gets pandas names
regression	MixedLMParams	from_packed	params k_fe k_re use_sqrt	create a mixedlmparams object from packed parameter vector
regression	MixedLMParams	from_components	fe_params cov_re cov_re_sqrt vcomp	create a mixedlmparams object from each parameter component
regression	MixedLMParams	copy		returns a copy of the object
regression	MixedLMParams	get_packed	use_sqrt has_fe	return the model parameters packed into a single vector
regression		_smw_solver	s A AtA BI	solves the system (s*i + a*b*a') * x = rhs for an arbitrary rhs
regression		_smw_logdet	s A AtA BI	returns the log determinant of s*i + a*b*a'
regression	MixedLM	_make_param_names	exog_re	returns the full parameter names list just the exogenous random effects variables and the exogenous random effects variables with
regression	MixedLM	from_formula	cls formula data re_formula	create a model from a formula and dataframe
regression	MixedLM	predict	params exog	return predicted values from a design matrix
regression	MixedLM	group_list	array	returns array split into subarrays corresponding to the grouping structure
regression	MixedLM	fit_regularized	start_params method alpha ceps	fit a model in which the fixed effects parameters are penalized
regression	MixedLM	get_fe_params	cov_re vcomp	use gls to update the fixed effects parameter estimates
regression	MixedLM	_reparam		returns parameters of the map converting parameters from the form used in optimization to the form returned to the user
regression	MixedLM	_expand_vcomp	vcomp group	replicate variance parameters to match a group's design
regression	MixedLM	_augment_exog	group_ix	concatenate the columns for variance components to the columns for other random effects to obtain a single random effects
regression	MixedLM	loglike	params profile_fe	evaluate the profile log-likelihood of the linear mixed effects model
regression	MixedLM	_gen_dV_dPar	ex_r solver group max_ix	a generator that yields the element-wise derivative of the marginal covariance matrix with respect to the random effects
regression	MixedLM	score	params profile_fe	returns the score vector of the profile log-likelihood
regression	MixedLM	score_full	params calc_fe	returns the score with respect to untransformed parameters
regression	MixedLM	score_sqrt	params calc_fe	returns the score with respect to transformed parameters
regression	MixedLM	hessian	params	returns the model's hessian matrix
regression	MixedLM	get_scale	fe_params cov_re vcomp	returns the estimated error variance based on given estimates of the slopes and random effects covariance matrix
regression	MixedLM	fit	start_params reml niter_sa do_cg	fit a linear mixed model to the data
regression	MixedLMResults	fittedvalues		returns the fitted values for the model
regression	MixedLMResults	resid		returns the residuals for the model
regression	MixedLMResults	bse_fe		returns the standard errors of the fixed effect regression coefficients
regression	MixedLMResults	bse_re		returns the standard errors of the variance parameters note
regression	MixedLMResults	random_effects		the conditional means of random effects given the data
regression	MixedLMResults	random_effects_cov		returns the conditional covariance matrix of the random effects for each group given the data
regression	MixedLMResults	t_test	r_matrix scale use_t	compute a t-test for a each linear hypothesis of the form rb = q parameters
regression	MixedLMResults	summary	yname xname_fe xname_re title	summarize the mixed model regression results
regression	MixedLMResults	profile_re	re_ix vtype num_low dist_low	profile-likelihood inference for variance parameters
regression	_MinimalWLS	fit	method	minimal implementation of wls optimized for performance
regression		_get_sigma	sigma nobs	returns sigma matrix nobs by nobs for gls and the inverse of its cholesky decomposition
regression	RegressionModel	df_model		the model degree of freedom defined as the rank of the regressor matrix minus 1 if a constant is included
regression	RegressionModel	df_resid		the residual degree of freedom defined as the number of observations minus the rank of the regressor matrix
regression	RegressionModel	fit	method cov_type cov_kwds use_t	full fit of the model
regression	RegressionModel	predict	params exog	return linear predicted values from a design matrix
regression	RegressionModel	get_distribution	params scale exog dist_class	returns a random number generator for the predictive distribution
regression	GLS	whiten	X	gls whiten method
regression	GLS	loglike	params	returns the value of the gaussian log-likelihood function at params
regression	GLS	hessian_factor	params scale observed	weights for calculating hessian parameters
regression	WLS	whiten	X	whitener for wls model multiplies each column by sqrt self weights
regression	WLS	loglike	params	returns the value of the gaussian log-likelihood function at params
regression	WLS	hessian_factor	params scale observed	weights for calculating hessian parameters
regression	OLS	loglike	params scale	the likelihood function for the ols model
regression	OLS	whiten	Y	ols model whitener does nothing returns y
regression	OLS	score	params scale	evaluate the score function at a given point
regression	OLS	hessian	params scale	evaluate the hessian function at a given point
regression	OLS	hessian_factor	params scale observed	weights for calculating hessian parameters
regression	OLS	_fit_ridge	alpha	fit a linear model using ridge regression
regression	GLSAR	iterative_fit	maxiter rtol	perform an iterative two-stage procedure to estimate a gls model
regression	GLSAR	whiten	X	whiten a series of columns according to an ar p covariance structure
regression		yule_walker	X order method df	estimate ar p parameters from a sequence x using yule-walker equation
regression	RegressionResults	conf_int	alpha cols	returns the confidence interval of the fitted parameters
regression	RegressionResults	eigenvals		return eigenvalues sorted in decreasing order
regression	RegressionResults	condition_number		return condition number of exogenous matrix
regression	RegressionResults	cov_HC0		see statsmodels regressionresults
regression	RegressionResults	cov_HC1		see statsmodels regressionresults
